x,y,token,color
6.699755478037183,-8.380881231729562,BAK-1,blue
9.629480750736228,-10.610887451747333,BATF2,blue
9.746132255305112,-10.857492248546517,BCAR1,blue
7.8417411080277155,-7.470206295369688,BCL2A1,blue
8.238760007956678,-7.2783167178665975,BCL2L1,blue
9.705912312446511,-10.524301306933717,BCL2L12,blue
7.711754388776586,-7.659312927815921,BCL2L2,blue
7.711754388776586,-7.659312927815921,BCL2L2,blue
-10.38201526760005,4.694306057988522,BCOR,blue
-11.125720528238945,-8.606702549543662,BENE,blue
7.715464307091778,-9.158964465907744,BEX1,blue
7.715464307091778,-9.158964465907744,BEX1,blue
8.557619845481417,-9.433327164076948,BIN1,blue
7.845711081456259,-7.5626257932136625,BIRC2,blue
7.845711081456259,-7.5626257932136625,BIRC2,blue
7.772496151786839,-7.44815966930068,BIRC3,blue
7.485958894649684,-7.471236700268728,BIRC4,blue
9.919759134650143,-10.061256957396573,BLCA-4,blue
9.66817410767063,-10.143549013301918,BM-AFP,blue
9.777439471225774,-11.182158999761477,BMI-1,blue
9.70257943430722,-11.232918679478649,BMI1,blue
7.837973844935583,-8.352175217889533,BMPR-1B,blue
7.837973844935583,-8.352175217889533,BMPR-1B,blue
-10.232603619062315,5.724796419146088,BMPR2,blue
9.352782581191828,-11.066109299058404,BRD7,blue
9.85466537118089,-10.461678170077649,BRMS1,blue
-11.918174023964568,5.9909699111882695,BSCL2,blue
7.979900895260539,-9.075903024077025,BTAK,blue
7.979900895260539,-9.075903024077025,BTAK,blue
9.07073529985885,-10.817398295092818,BTG2,blue
8.68270239155945,-9.153640676973408,BTG4,blue
8.68270239155945,-9.153640676973408,BTG4,blue
9.704197571858462,-10.135162562162792,Beta2-AR,blue
9.715168839289841,-11.097891969516107,Bmi-1,blue
9.587604501587938,-11.449325932039152,Bmi1,blue
7.878226798103155,-8.514534151835015,C-MYB,blue
7.878226798103155,-8.514534151835015,C-MYB,blue
-11.589187584703664,5.115998048844874,C1NH,blue
7.799005122104885,-9.307039307432659,C8orf4,blue
-10.237960225657865,6.122855146220325,CACN1A4,blue
-10.237960225657865,6.122855146220325,CACN1A4,blue
-11.965520514611127,5.812318019956913,CACNA1,blue
-9.937153759139692,6.29027294956694,CACNA2D1,blue
-11.530560323116354,7.60616128065579,CACNB4,blue
-10.378069898162808,4.787464903099326,CACNG2,blue
-11.528816820532361,8.093255742274286,CACNL1A3,blue
9.921974134257217,-10.016172408425689,CADM4,blue
6.991758319946047,-7.6680264254653085,CALB1,blue
6.991758319946047,-7.6680264254653085,CALB1,blue
-9.643507136029918,-8.46221602043564,CAP2,blue
-11.488420123384953,6.32478673812248,CAPN3,blue
-11.488420123384953,6.32478673812248,CAPN3,blue
7.080979725363673,-8.004746693456191,CAPN5,blue
7.080979725363673,-8.004746693456191,CAPN5,blue
7.640957188095637,-7.432123244171902,CASPASE-8,blue
10.031058106132209,-10.687524272943481,CAV1,blue
-11.193287890805577,5.053497123118488,CBLB,blue
7.287417814544392,-8.481435140972017,CBX2,blue
7.287417814544392,-8.481435140972017,CBX2,blue
9.517207402830355,-10.98458093209684,CBX7,blue
-11.81769940422398,5.56353751400279,CC2D2A,blue
-10.920659030303687,5.31344418561099,CCM1,blue
-10.910503596834184,5.245412194378217,CCM2,blue
-10.855521777105677,5.2186931280536095,CCM3,blue
8.511744358554978,-7.369038421766834,CCNA2,blue
8.696047585001748,-7.223603470698526,CCNB2,blue
8.313740196328018,-7.2442647107294444,CCNG1,blue
8.446458065258046,-7.360300247312631,CCNH,blue
7.034702548566857,-7.741112334218846,CCNI,blue
7.034702548566857,-7.741112334218846,CCNI,blue
8.406998164500942,-7.5267320193782705,CD79B,blue
8.406998164500942,-7.5267320193782705,CD79B,blue
7.794585061273553,-7.873763533189036,CDCA8,blue
7.794585061273553,-7.873763533189036,CDCA8,blue
9.924896358977689,-9.98532935388972,CDH17,blue
7.854077365540915,-8.472775909553905,CDH2,red
7.854077365540915,-8.472775909553905,CDH2,red
8.561256265191075,-8.811598169978387,CDH4,blue
8.561256265191075,-8.811598169978387,CDH4,blue
7.648544327923926,-8.124080849663283,CDH5,blue
7.648544327923926,-8.124080849663283,CDH5,blue
7.132653901652769,-8.147459397233238,CDH6,blue
7.132653901652769,-8.147459397233238,CDH6,blue
7.883975061683966,-9.359937626037967,CDK10,blue
-11.29763153822918,5.834091912816404,CDKL5,blue
8.449207400613616,-7.295576560655855,CDKN1,blue
9.872457151994126,-10.603818935517488,CDKN1C/p57,blue
8.324801495958738,-7.36786867016687,CDKN3,blue
-10.357365928948983,6.617935885993933,CDSN,blue
10.063286006210774,-10.397765099635501,CEACAM-1,blue
-9.664692947227094,-8.682423947641729,CENPB,blue
-9.830764719881907,-8.59686116611806,CENPC,blue
-11.091732175689579,5.729299557082241,CHD7,blue
-10.924987492895797,7.076632656550568,CHRNA1,blue
-10.948357361354686,6.990302853890033,CHRND,blue
-10.950482405584387,6.983085528503965,CHRNG,blue
-10.493727723254713,5.7308787732576665,CHX10,blue
9.77261554844498,-11.376358654957441,CIAPIN1,blue
-9.296268731228214,-8.828778385695939,CIB2,blue
-9.302601321589512,-8.764831562684758,CIB3,blue
9.627451411222738,-10.674892709104853,CIP2A,blue
7.828554746236153,-8.258508537858528,CKS1,blue
7.828554746236153,-8.258508537858528,CKS1,blue
8.245826836448808,-7.774433432625417,CKS2,blue
8.245826836448808,-7.774433432625417,CKS2,blue
8.711748857890443,-10.44828344026055,CL2/CCDC80,blue
9.424963477952486,-10.228808194599498,CLDN-7,blue
8.529585832234405,-8.390517769811874,CLDN10,blue
8.529585832234405,-8.390517769811874,CLDN10,blue
8.04306461336869,-7.87852624704476,CLDN12,blue
8.04306461336869,-7.87852624704476,CLDN12,blue
-11.938013356078843,5.276917930995613,CLDN14,blue
8.653521555585105,-8.876379866739214,CLDN18,blue
8.653521555585105,-8.876379866739214,CLDN18,blue
8.623992009736384,-8.288758897279456,CLDN2,blue
8.623992009736384,-8.288758897279456,CLDN2,blue
8.52769491638569,-8.479034352304788,CLDN5,blue
8.52769491638569,-8.479034352304788,CLDN5,blue
8.757771869418413,-8.427799379212527,CLDN7,blue
8.1975354592168,-7.832460408371776,CLDN8,blue
8.1975354592168,-7.832460408371776,CLDN8,blue
10.345852659807566,-10.104544818766419,CLLU1,blue
-12.048547118661933,-14.304691231065377,CMS-associated,blue
-9.967054703428618,-8.772373980194144,CNNM4,blue
6.73505986539584,-7.507094776306822,CNTN6,blue
-10.440428814100484,5.990275644487365,CNTNAP2,blue
-9.813066583576749,8.07497992238215,CNVs,blue
-10.293479083986629,7.168166018654667,COL10A1,blue
-10.514688593856581,7.097717933375309,COL11A1,blue
-10.445471122319478,7.084595831271876,COL11A2,blue
6.942612008762219,-7.356937202971081,COL16A1,blue
-11.495850746535417,6.771927815877438,COL17A1,blue
-10.233792528995581,7.24943147362336,COL1A1,blue
-10.248402683797798,7.2463645011694755,COL1A2,blue
-10.368565009715326,7.163198759245983,COL2A1,blue
-10.37409619380142,7.201403193246714,COL3A1,blue
-10.554483517908798,7.113598359111669,COL4A1,red
-11.394713219256133,6.907460511299854,COL4A3,blue
-11.43932370792145,6.922484485577797,COL4A4,blue
-11.395791398824404,6.885855209778457,COL4A5,blue
-10.220850033094257,7.243263965788511,COL4A6,blue
-10.344882392989911,7.222669482078341,COL5A1,blue
-10.342760299455701,7.1890086909455855,COL5A2,blue
-10.19531785276162,7.1778676357278846,COL5A3,blue
-10.528445761112577,7.144030688439314,COL6A1,blue
-10.576617411303989,7.118290196619123,COL6A2,blue
-10.5335131204817,7.130557185633055,COL6A3,blue
-11.464240112801125,6.813269490744229,COL7A1,blue
-11.440900053280256,6.630309536615497,COL8A2,blue
-10.47288278384947,7.126319099922772,COL9A1,blue
-10.549803251186649,7.108688682618137,COL9A2,blue
-10.523383085441694,7.106174480181087,COL9A3,blue
-10.293291908784406,7.12068876346832,COLIA2,blue
7.173326326545988,-7.9235513988514255,COX7B,blue
7.173326326545988,-7.9235513988514255,COX7B,blue
-10.344608340535148,-9.365264154130802,CPG16,blue
8.581331564418061,-10.217592498577137,CPNE3,blue
-12.592530569046207,-14.55264222942868,CPSGs,blue
7.303472288797895,-9.295385796690384,CRABP2,blue
6.921223285562072,-8.015175390959588,CRIP1,blue
6.921223285562072,-8.015175390959588,CRIP1,blue
8.557444567641099,-8.997337830996246,CRISP3,blue
8.557444567641099,-8.997337830996246,CRISP3,blue
-11.66415642003387,4.863420043927066,CRLF1,blue
-11.741791791126758,6.311768409778184,CRYAA,blue
-11.231621868142083,4.997331043722656,CRYAB,blue
-11.240372138380136,5.7094966261604965,CRYBA1,blue
-11.357644959616362,6.211977443867249,CRYBA1/A3,blue
-11.357644959616362,6.211977443867249,CRYBA1/A3,blue
-11.109767995499144,6.527137637047014,CRYBA4,blue
-11.329589583354167,6.445962135025209,CRYBB1,blue
-11.355888053589826,6.336958884421098,CRYBB2,blue
-11.355888053589826,6.336958884421098,CRYBB2,blue
-11.19604764335057,6.616519511542596,CRYBB3,blue
-11.262053454788676,6.820474598329284,CRYGB,blue
-11.485965529234873,6.6942029416602535,CRYGC,blue
-11.83688671157563,6.2116293241413,CRYGD,blue
-11.445371029135334,6.400350126005533,CRYGS,blue
-11.445371029135334,6.400350126005533,CRYGS,blue
9.68722490908874,-9.963453777104968,CSE1L,blue
8.601662162505972,-8.197293994055496,CSPG2,blue
8.601662162505972,-8.197293994055496,CSPG2,blue
-10.512639406018566,6.982500086961904,CSRP3,blue
-10.53858453124832,-10.146802590431331,CST1,blue
8.800561029567897,-10.7453534154389,CTHRC1,blue
-11.086851304846439,-8.624903791435806,CTLA8,blue
6.854299468899337,-7.999466676056663,CTNNA2,blue
6.854299468899337,-7.999466676056663,CTNNA2,blue
6.867050678072704,-7.337851119307941,CTNNBIP1,blue
7.898131025517566,-8.936060515315265,CTNND1,blue
7.898131025517566,-8.936060515315265,CTNND1,blue
7.51480327917904,-9.235928522712884,CTSL2,blue
-10.875671255854078,5.857813300539191,CYBB,blue
-11.65659544451969,6.420887540253042,CYP21A2,blue
-11.57315280445136,6.399323413051056,CYP21B,blue
6.963634567545915,-8.811074098710092,CYP4Z1,blue
6.963634567545915,-8.811074098710092,CYP4Z1,blue
9.465943215355605,-10.38995709383563,Cap43,blue
-10.186361426561408,-9.795115076778794,ChrA,blue
8.598872643200345,-7.438411145669145,Cks2,blue
9.977741116008927,-10.054269432232733,Claudin-7,blue
-10.08394492922164,-10.113221227553304,ClpB/Hsp100,blue
-10.334344657093022,7.241638242720309,Cx31,blue
-10.067615958523813,7.328387387253112,Cx32,blue
-9.868253289832253,7.369673992315612,Cx36,blue
-10.906220275835402,4.6951520844707835,Cylindromatosis,blue
-9.751145048897685,7.867983676852006,D18G,blue
6.984916996927753,-9.321454157398959,DAB2,blue
8.85019498687008,-10.448971341707598,DAB2IP,blue
9.582062358148983,-10.636246544542255,DBC1,blue
8.595933869637236,-10.101621282953698,DBC2,blue
-9.48220331770295,-9.190475886567258,DBI/EP/ACBP,blue
-10.118510293528043,5.129551213463938,DCLRE1C,blue
8.337607014569146,-7.447871881146451,DDIT3,blue
7.012641124946049,-7.7380901580297445,DDIT4,blue
7.012641124946049,-7.7380901580297445,DDIT4,blue
7.369112440070243,-7.250199023796031,DFFA,blue
-10.872372200055795,5.266908275560066,DFNA5,blue
-10.9416513882095,-10.141747637140346,DGK2,blue
-11.7813134051876,4.701678691707545,DHCR7,blue
8.136567650222558,-8.195161193467477,DIDO1,blue
8.136567650222558,-8.195161193467477,DIDO1,blue
-10.790047853821553,5.217500395067751,DIP2C,blue
-11.507324196094608,5.671269262018478,DKC1,blue
10.476115590706591,-10.658999818728837,DKK4,blue
-11.073643827586212,-8.98456328058977,DLAD,blue
9.465218536856078,-10.502458490369362,DLC1,blue
-10.234180410216485,-9.294445203112398,DLG2,red
-10.760737830369168,-9.716831944415258,DLG3,blue
-10.762390049566084,5.216713607663839,DLL3,blue
-10.468477763666757,5.757771107310056,DNASE1L3,blue
9.108004941911188,-10.282058599382456,DNMT3B3,blue
7.65475539188845,-9.400470878252657,DOK1,blue
7.765106671792707,-9.366267366192904,DOK2,blue
7.084341785537226,-8.183360634021419,DRAM1,blue
7.084341785537226,-8.183360634021419,DRAM1,blue
-10.159377457483611,6.8329578062942575,DSC2,blue
-9.914589508783168,6.838441379570555,DSC3,blue
-10.166271915872347,6.563251031676098,DSG1,blue
-10.343020283225927,6.840310715166482,DSG2,blue
-9.922118733991908,6.782233973974125,DSG3,blue
-10.978693454640444,5.873927863886476,DSG4,blue
-9.490523093701736,-9.183234774502184,DTM1,blue
7.8770392433579275,-8.005187333157975,DUSP1,blue
7.8770392433579275,-8.005187333157975,DUSP1,blue
7.043687345382923,-8.459768824669542,DUSP4,blue
7.043687345382923,-8.459768824669542,DUSP4,blue
8.202624295850304,-7.972191484529303,DUSP6,blue
8.202624295850304,-7.972191484529303,DUSP6,blue
7.5923420262936085,-8.134656219727285,DVL1,blue
7.5923420262936085,-8.134656219727285,DVL1,blue
6.955153987892036,-7.899424766379264,DVL2,blue
6.955153987892036,-7.899424766379264,DVL2,blue
-11.915939903310434,4.679522180035513,DXS1357E,blue
-11.175255396243351,5.0846793811853335,DYM,blue
6.869011489665714,-7.718310614863103,DYNLRB2,blue
6.869011489665714,-7.718310614863103,DYNLRB2,blue
-10.354923604522378,-9.910259663698536,Darmin,blue
-10.266442643647776,-8.593183042379751,DeltaNp53,blue
10.265592635981122,-10.08204497840091,DeltaNp63,blue
9.319922791267196,-10.634258371236974,Dkk-3,blue
8.603108438784389,-11.69776587044806,Dkk3,blue
8.893981002327275,-11.24492925244843,Drg-1,blue
-10.711944454711169,-10.18306424775117,Dsg1-beta,blue
8.82314119923979,-10.039306293555947,Dysadherin,blue
-10.77271727265597,5.985614150800762,E318K,blue
9.03114049219831,-10.667926415520313,EBAG9,blue
-11.891389410304066,4.748954520625988,ECGF1,blue
9.507399168626126,-10.518191353567598,ECRG4,blue
-11.71316429781112,4.8675558737747995,EDA1,blue
-11.191586183198755,4.588233516732297,EDAR,blue
-11.396773423071645,4.7206098442840325,EDARADD,blue
-11.325187436199299,5.6437993551288,EDN-3,blue
-10.371867787682183,4.989726221266277,EFEMP1,blue
-11.580871441673494,4.445013276575222,EFEMP2,blue
-11.356047671411442,5.6030838738510775,EFHC1,blue
7.283953805856333,-7.911119205358577,EFHD1,blue
7.283953805856333,-7.911119205358577,EFHD1,blue
7.365517576030104,-8.631569504670026,EFNA1,blue
7.365517576030104,-8.631569504670026,EFNA1,blue
7.227480001459495,-8.260715908938831,EFNA3,blue
7.227480001459495,-8.260715908938831,EFNA3,blue
7.426896958460511,-8.355754692204712,EFNA5,blue
7.426896958460511,-8.355754692204712,EFNA5,blue
-10.476428282238686,5.665117047828546,EFNB1,blue
7.286407808606851,-7.760060830814136,EGLN2,blue
7.286407808606851,-7.760060830814136,EGLN2,blue
-10.208674172485637,5.663845553145753,EGR2,blue
8.72111683113222,-8.7575134826997,EGR3,blue
8.74074185148038,-8.63548655632441,EGR4,blue
7.0784663786079305,-8.385168875181432,EIF4E,blue
7.0784663786079305,-8.385168875181432,EIF4E,blue
6.78801956034831,-7.612555127180405,EIF4EBP1,blue
-10.230235673993173,5.896085073025058,EKN1,blue
-10.826753085165555,-10.169416972912856,ELMOD2,blue
-10.595151835351517,7.162449588544156,ELN,blue
9.871350875073349,-10.067605083892014,EPAS-1/HIF-2alpha,blue
8.236672668350327,-8.793193529038598,EPB41L3,blue
8.236672668350327,-8.793193529038598,EPB41L3,blue
8.211487163386357,-7.972221183964701,EPHA2,blue
8.211487163386357,-7.972221183964701,EPHA2,blue
7.698600046167435,-8.12856612850537,EPHB3,blue
7.698600046167435,-8.12856612850537,EPHB3,blue
7.494816901476981,-8.801651079748655,EPHB4,blue
7.494816901476981,-8.801651079748655,EPHB4,blue
7.606751125293959,-9.418084221186517,EPS8,blue
10.108311929231858,-10.111545061336193,ESCC.,blue
9.507457231145555,-10.117391719978375,ESM-1,blue
-10.17525145340403,4.62041765704873,EVX2,blue
-11.067322110406183,6.336773357843767,EXT1,blue
-11.067322110406183,6.336773357843767,EXT1,blue
-11.120733834719028,6.394844577767296,EXT2,blue
-11.120733834719028,6.394844577767296,EXT2,blue
-11.296030470782362,5.69854579313485,EYA1,blue
7.777945840758518,-8.408304541080733,EYA2,blue
7.777945840758518,-8.408304541080733,EYA2,blue
-10.93777412981084,5.250973823567001,EYA4,blue
9.812709730720963,-11.082810248665181,EZH2,blue
8.82075195958304,-11.064527609531938,Efp,blue
9.088380918033074,-11.115274438304375,Ehm2,blue
-9.995301457159966,4.617850375641982,Ela2,blue
-11.745988083075787,-15.048641559652587,Est6,blue
-10.992189261269928,6.233979991292702,FBN2,blue
-10.992189261269928,6.233979991292702,FBN2,blue
-10.48980095333925,5.381176414008213,FBN3,blue
7.793024209408394,-8.646688817299895,FBXO31,blue
7.793024209408394,-8.646688817299895,FBXO31,blue
6.899778334066649,-8.62991911553597,FBXO32,blue
6.899778334066649,-8.62991911553597,FBXO32,blue
-11.244620416550706,4.654064602383926,FGD1,blue
7.325860627333049,-8.378301016299563,FGF5,blue
7.325860627333049,-8.378301016299563,FGF5,blue
-10.824690879030026,4.892681328010322,FHL1,blue
-10.812730976414663,5.301418038060745,FKBP6,blue
-11.413983588518802,6.639799432497539,FKHL7,blue
-11.708906279851487,5.7157266795777675,FKRP,blue
-10.437254780057511,5.6665476479977865,FLCN,blue
-11.91530724288499,5.756776170240394,FLNA,blue
-11.847273823703297,5.939539256783958,FLNB,blue
-11.016109998417567,6.229515614782237,FLNC,blue
-11.016109998417567,6.229515614782237,FLNC,blue
7.48079841611209,-9.449402798983458,FLOT1,blue
6.714760735453835,-8.372567175169186,FOSB,blue
-9.98555811939441,5.470439104388821,FOXC1,blue
-10.032243063299852,5.516667192491644,FOXC2,blue
-10.047833020486534,5.533570625865875,FOXE1,blue
-11.200365606443382,5.600052614331804,FOXE3,blue
8.491668535157356,-8.775221403990294,FOXF1,blue
8.491668535157356,-8.775221403990294,FOXF1,blue
7.908904776782626,-8.866379299649816,FOXF2,blue
7.908904776782626,-8.866379299649816,FOXF2,blue
-11.337139096397445,5.8058800396560475,FOXG1,blue
7.947560073326714,-8.656947384637206,FOXL1,blue
7.947560073326714,-8.656947384637206,FOXL1,blue
-10.044329198730452,5.517206121214555,FOXL2,blue
8.73563834084401,-11.89204167340838,FOXM1,blue
-10.403400937819146,5.874416332891599,FOXP2,blue
8.858582193737774,-11.588046946484791,FOXQ1,blue
-11.052667648387267,-8.753485537240149,FRAG1,blue
7.902782045158368,-7.549911332663171,FRAP1,blue
7.902782045158368,-7.549911332663171,FRAP1,blue
-11.3986790992267,5.710743340058539,FRAS1,blue
-11.64418663825336,5.0275427140473266,FREM1,blue
-11.256724893836635,5.646339664774701,FREM2,blue
8.707717013054031,-9.348458871657758,FSCN1,blue
-9.97294144385797,4.738793044758914,FTL,blue
-11.518327302789208,4.997064395205351,FTSJ1,blue
7.190678865336984,-8.376803363863317,FZD1,blue
7.190678865336984,-8.376803363863317,FZD1,blue
7.346607480995477,-8.57499534744551,FZD10,blue
7.346607480995477,-8.57499534744551,FZD10,blue
7.165736607528601,-8.309338718433972,FZD2,blue
7.165736607528601,-8.309338718433972,FZD2,blue
-11.394019516713191,5.618457236208954,FZD4,blue
7.236658136999128,-8.391460477183262,FZD5,blue
7.236658136999128,-8.391460477183262,FZD5,blue
7.270474304157057,-8.343030929049538,FZD6,blue
7.270474304157057,-8.343030929049538,FZD6,blue
7.35211194400149,-8.826108945314642,FZD7,blue
7.35211194400149,-8.826108945314642,FZD7,blue
7.276486765865827,-8.384970941330197,FZD8,blue
7.276486765865827,-8.384970941330197,FZD8,blue
7.390423432688275,-8.402764079817086,FZD9,blue
7.390423432688275,-8.402764079817086,FZD9,blue
-10.667535688384742,-8.38050022907515,FcRH5,blue
-9.240152280403867,-8.426847895351631,Frizzled-3,blue
-11.731768907651647,5.408228484788073,Fukutin,blue
9.204622777686286,-9.996209833842258,G-gamma,blue
-10.133265520508992,6.183399641350836,G82R,blue
-10.133265520508992,6.183399641350836,G82R,blue
-10.859691822053966,6.865762068304448,GABRD,blue
6.975155642335768,-7.824913273239547,GADD45g,blue
6.975155642335768,-7.824913273239547,GADD45g,blue
8.844324722238333,-8.969607831462028,GAS7,blue
8.153804269172392,-8.646841802311256,GASC1,blue
8.153804269172392,-8.646841802311256,GASC1,blue
-10.999889294552565,4.451019318890446,GATAD2B,blue
-11.774078441887795,5.195463763608765,GCH-I,blue
-10.559813007119613,7.179815037165288,GCK,blue
-11.647803258059318,4.909892379260865,GCK/MODY2,blue
7.329827612919857,-8.526171246170058,GDF10,blue
7.329827612919857,-8.526171246170058,GDF10,blue
-11.826607794578543,6.2686622104628125,GH-1,blue
-9.90966913848758,6.120896377010683,GHRHR,blue
-11.002196506266895,6.901342563795705,GJA1,blue
-11.967265388168467,5.858929262424831,GJA3,blue
9.828194335418099,-11.461931919905203,GKN1,blue
-10.196350230810406,5.518781035721326,GLI3,blue
8.568783270943445,-10.443785851799106,GLTSCR2,blue
8.519012329407666,-8.106323282958503,GNAI2,blue
8.519012329407666,-8.106323282958503,GNAI2,blue
-11.166311548493013,6.371509642070629,GNAS,blue
-11.166311548493013,6.371509642070629,GNAS,blue
-11.297753321705216,6.45392175119172,GNAS1,blue
7.590405553349233,-7.938302011895459,GNL3,blue
7.590405553349233,-7.938302011895459,GNL3,blue
-11.956393595727183,4.477104123920828,GNPTA,blue
-9.891215190385752,6.128451867834937,GNRHR,blue
7.608765233048053,-9.152054357530133,GOLPH2,blue
7.608765233048053,-9.152054357530133,GOLPH2,blue
-10.351566205899248,5.493284407719644,GPC6,blue
7.274282921101263,-7.853319747616029,GPR160,blue
7.274282921101263,-7.853319747616029,GPR160,blue
-11.011795285786233,-9.640616059137422,GR-LACS,blue
8.314892852543307,-8.398572905681688,GREM1,blue
8.314892852543307,-8.398572905681688,GREM1,blue
8.927661691243598,-10.785835776058365,GRIM-19,blue
-10.417668607270459,5.252718557126839,GRIN3B,blue
7.16534001037199,-8.60988400668152,GSDML,blue
7.16534001037199,-8.60988400668152,GSDML,blue
-10.085464897970821,-9.488253069596686,GTPBP3,blue
7.749603283843834,-7.438195603610764,GTSE1,blue
-10.984436161537745,5.962334048042075,GUCA1A,blue
-10.789308073749247,6.018574423836279,GUCA1B,blue
-9.77279477431966,-9.422017054756427,GUK1,blue
-11.914926911470848,4.521141897269618,GYS2,blue
-10.174626166464373,-8.413346773369973,Gal-T2,blue
-11.950910658766231,-14.31930593886222,GhERF4,blue
-10.666388295020585,-10.0997277545779,Gna11,blue
